property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,dlf ridgewood estate,sector 28,2.0,14598.0,3.0,3.0,1,12.0,Old Property,1235.8247422680413,0.0,0.0,0.0,0.0,0.0,0.0,96.0
flat,ss,sector 85,1.98,8222.0,3.0,4.0,3,6.0,Relatively New,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,orchid petals,sector 49,2.23,10969.0,3.0,3.0,3,14.0,Relatively New,1833.8917525773197,0.0,0.0,0.0,0.0,1.0,1.0,40.0
flat,shree vardhman victoria,sector 70,1.07,7925.0,2.0,2.0,3,8.0,Relatively New,1217.7835051546392,1.0,0.0,0.0,0.0,0.0,0.0,108.0
house,independant,sector 26,5.8,32222.0,5.0,5.0,3+,2.0,Old Property,1800.0,1.0,1.0,1.0,1.0,0.0,1.0,53.0
house,dlf new town heights,sector 86,2.47,7718.0,4.0,4.0,3+,2.0,Moderately Old,2800.0,0.0,1.0,0.0,1.0,0.0,0.0,130.0
flat,ats triumph,sector 104,4.45,6846.0,4.0,5.0,3,27.0,Relatively New,5850.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0
flat,antriksh heights,sector 84,0.92,5041.0,3.0,3.0,3,2.0,Relatively New,1646.2628865979382,1.0,0.0,0.0,1.0,0.0,1.0,67.0
flat,paras dews,sector 106,1.35,7297.0,4.0,4.0,3,18.0,Relatively New,2100.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
flat,assotech blith,sector 99,1.9,6702.0,4.0,4.0,3,2.0,New Property,2835.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
flat,mrg world ultimus,sector 90,0.5,6983.0,2.0,2.0,2,1.0,Relatively New,644.4,0.0,0.0,0.0,0.0,0.0,1.0,21.0
flat,trisara our homes 3,sohna road,0.38,6312.0,2.0,2.0,2,1.0,Relatively New,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global solera,sector 107,0.51,7906.0,3.0,2.0,2,9.0,Relatively New,580.5,0.0,0.0,0.0,0.0,1.0,1.0,15.0
flat,m3m heights,sector 65,2.33,18477.0,2.0,2.0,3,35.0,Under Construction,1137.5,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,aipl the peaceful homes,sector 70,2.4,11162.0,3.0,3.0,3,11.0,Relatively New,1939.4329896907218,0.0,1.0,0.0,0.0,0.0,0.0,108.0
flat,huda housing board society,sector 52,0.45,9745.0,1.0,1.0,N,0.0,Moderately Old,415.59299999999996,0.0,0.0,0.0,1.0,0.0,0.0,43.0
flat,avl 36 gurgaon,sector 36,0.45,9000.0,1.0,1.0,1,9.0,Relatively New,451.03092783505156,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,chd avenue,sector 71,1.0,6734.0,3.0,3.0,3,3.0,Relatively New,1339.5618556701031,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,the close north,sector 50,2.7,10364.0,3.0,3.0,3,6.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,tulip violet,sector 69,1.65,8872.0,3.0,3.0,2,1.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
flat,bestech park view ananda,sector 81,1.4,7734.0,3.0,3.0,3,6.0,Relatively New,1347.3659793814434,0.0,0.0,0.0,0.0,0.0,1.0,95.0
flat,tulip violet,sector 69,1.2,8888.0,2.0,3.0,1,0.0,Relatively New,1217.7835051546392,0.0,0.0,0.0,0.0,0.0,0.0,150.0
flat,conscient heritage max,sector 102,1.78,9218.0,3.0,4.0,3,5.0,Moderately Old,1741.881443298969,0.0,1.0,0.0,0.0,0.0,0.0,125.0
house,independant,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,0.0,43.0
flat,mapsko casa bella,sector 82,1.25,6377.0,3.0,4.0,3,8.0,Under Construction,1768.041237113402,0.0,0.0,0.0,0.0,0.0,1.0,54.0
flat,brisk lumbini terrace homes,sector 109,1.38,6338.0,3.0,3.0,1,4.0,Moderately Old,1959.3,0.0,0.0,0.0,0.0,0.0,1.0,20.0
flat,capital residences 360,sector 70,1.66,8400.0,3.0,3.0,3,8.0,New Property,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,132.0
flat,cancon enclave,sector 4,1.05,7777.0,3.0,2.0,2,2.0,New Property,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,2,4.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,165.0
house,vipul tatvam villa,sector 48,7.25,27971.0,3.0,4.0,2,2.0,Moderately Old,2592.0,1.0,1.0,1.0,1.0,0.0,0.0,115.0
flat,m3m woodshire,sector 107,1.49,6310.0,3.0,4.0,3,5.0,Relatively New,2129.7680412371133,0.0,1.0,1.0,0.0,0.0,0.0,174.0
flat,emaar gurgaon greens,sector 102,1.3,7878.0,3.0,3.0,3,4.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,0.0,125.0
flat,bptp terra,sector 37,2.08,10000.0,4.0,4.0,3,0.0,New Property,2203.737113402062,1.0,1.0,0.0,1.0,0.0,0.0,121.0
flat,breez global heights,sohna road,0.4,6420.0,2.0,2.0,1,4.0,New Property,550.5422680412371,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,signature global synera,sector 81,0.48,8450.0,2.0,2.0,1,7.0,Relatively New,551.9273195876289,0.0,0.0,0.0,0.0,0.0,0.0,70.0
flat,wings apartment,sector 9,1.2,6666.0,4.0,3.0,2,4.0,Moderately Old,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,dhoot time residency,sector 63,2.2,12813.0,3.0,4.0,3,8.0,Moderately Old,1548.840206185567,1.0,0.0,0.0,0.0,0.0,0.0,61.0
flat,tulsiani easy in homes,sohna road,0.4,6722.0,2.0,2.0,3,12.0,New Property,535.5,0.0,0.0,0.0,0.0,0.0,1.0,36.0
flat,sbtl caladium,sector 109,1.9,6219.0,4.0,4.0,3,8.0,Relatively New,2755.798969072165,0.0,1.0,0.0,0.0,0.0,1.0,151.0
flat,signature the serenas,sohna road,0.28,57.0,1.0,1.0,2,1.0,Relatively New,43929.9,1.0,0.0,0.0,0.0,0.0,1.0,37.0
flat,antriksh heights,sector 84,0.6,5000.0,2.0,2.0,2,14.0,Relatively New,1082.4742268041236,0.0,0.0,0.0,0.0,0.0,1.0,52.0
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,7.0,9.0,3+,3.0,Moderately Old,9000.0,1.0,1.0,1.0,1.0,0.0,0.0,74.0
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3,8.0,Relatively New,1466.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2.0,2.0,2,14.0,Relatively New,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,smart world orchard,sector 61,1.47,12782.0,2.0,2.0,2,4.0,New Property,1035.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,sbr apartment,sector 1,0.68,4456.0,3.0,3.0,3,2.0,Moderately Old,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2.0,2.0,2,10.0,Relatively New,825.3865979381444,0.0,0.0,0.0,0.0,0.0,0.0,22.0
flat,valley view estate,sector 2,1.5,7489.0,4.0,4.0,3,10.0,Moderately Old,1850.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
flat,ats triumph,sector 104,2.0,8733.0,3.0,4.0,3,4.0,Relatively New,2065.721649484536,0.0,1.0,0.0,0.0,0.0,1.0,60.0
flat,m3m ikonic,sector 68,1.8,9230.0,3.0,3.0,3,18.0,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
house,dlf new town heights,sector 91,2.5,7058.0,4.0,4.0,3+,3.0,Moderately Old,3400.0,1.0,1.0,1.0,1.0,0.0,0.0,80.0
flat,spaze privvy the address,sector 93,1.25,6900.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
house,independant,sector 38,2.1,23333.0,2.0,7.0,3+,3.0,Relatively New,900.0,1.0,0.0,1.0,1.0,0.0,1.0,27.0
flat,om appartments,sector 3,0.4,4444.0,3.0,2.0,1,3.0,Relatively New,810.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
flat,vatika the seven lamps,sector 82,0.85,6538.0,2.0,2.0,2,0.0,Relatively New,1172.680412371134,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,orris aster court premier,sector 85,1.73,6757.0,4.0,5.0,3,8.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0
flat,emaar palm gardens,sector 83,1.4,9675.0,3.0,3.0,3,11.0,Relatively New,1426.9231958762887,0.0,1.0,0.0,0.0,0.0,0.0,58.0
flat,ireo the grand arch,sector 58,3.8,17560.0,3.0,4.0,1,19.0,Moderately Old,2164.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0
flat,bptp astaire gardens,sector 70,1.8,9350.0,3.0,3.0,3,3.0,Relatively New,1925.0,1.0,0.0,0.0,0.0,0.0,0.0,135.0
flat,bestech altura,sector 79,2.69,12500.0,3.0,4.0,3,3.0,New Property,2152.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,dlf new town heights,sector 86,1.4,5942.0,4.0,4.0,3,20.0,Relatively New,2125.257731958763,0.0,1.0,0.0,1.0,0.0,1.0,65.0
flat,m3m golfestate,sector 65,13.2,12000.0,4.0,4.0,3,13.0,Moderately Old,9900.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0
flat,m3m skycity,sector 65,1.8,13700.0,2.0,2.0,3,13.0,New Property,1179.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0
house,independant,sector 108,1.7,5666.0,4.0,4.0,3+,1.0,Relatively New,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 7,8.0,22222.0,4.0,5.0,3+,1.0,Old Property,3600.0,1.0,1.0,0.0,1.0,0.0,0.0,31.0
flat,bestech park view ananda,sector 81,0.95,6985.0,2.0,2.0,2,14.0,Relatively New,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
house,independant,sector 3,0.68,3874.0,5.0,3.0,0,1.0,Relatively New,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,vatika gurgaon,sector 83,1.12,6455.0,3.0,3.0,2,17.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
house,bestech park view aindependentda,sector 81,4.35,7937.0,4.0,4.0,3,2.0,Relatively New,5480.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0
house,independant,sector 12,3.5,14787.0,8.0,8.0,3+,3.0,Relatively New,4800.0,1.0,1.0,0.0,1.0,0.0,0.0,77.0
house,independant,sector 28,10.5,32407.0,5.0,6.0,3+,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,0.0,153.0
flat,vatika gurgaon,sector 83,0.85,8947.0,2.0,2.0,2,18.0,Moderately Old,1100.0,0.0,0.0,0.0,1.0,0.0,0.0,119.0
house,dlf south city 1,sector 41,2.65,18928.0,3.0,3.0,3,4.0,New Property,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
flat,pivotal devaan,sector 84,0.34,5831.0,2.0,2.0,1,3.0,Relatively New,480.751030927835,0.0,0.0,1.0,0.0,0.0,1.0,75.0
house,independant,sector 4,0.6,11696.0,3.0,3.0,1,2.0,Old Property,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,tulip violet,sector 69,1.68,8358.0,4.0,4.0,2,7.0,Relatively New,1813.1443298969073,0.0,0.0,0.0,0.0,0.0,0.0,127.0
flat,m3m latitude,sector 65,4.7,19747.0,3.0,3.0,3,9.0,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0
flat,ats kocoon,sector 109,2.95,10350.0,4.0,4.0,3,7.0,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,0.0,158.0
flat,sare green parc 2,sector 92,0.75,4745.0,3.0,3.0,3,2.0,Relatively New,1415.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,smart world orchard,sector 61,2.57,15766.0,3.0,3.0,2,3.0,Under Construction,1630.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,la vida by tata housing,sector 113,2.35,13352.0,3.0,4.0,3,3.0,Relatively New,1930.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independant,sector 25,10.0,37037.0,5.0,5.0,3+,3.0,Moderately Old,9500.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0
flat,tulsiani easy in homes,sohna road,0.4,7920.0,2.0,2.0,3,9.0,Under Construction,454.5,0.0,0.0,0.0,0.0,0.0,1.0,36.0
flat,ss the leaf,sector 85,1.24,7122.0,2.0,2.0,3,10.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,paras dews,sector 106,1.34,9550.0,4.0,5.0,3,7.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,birla navya,sector 63,3.5,25926.0,3.0,3.0,3,1.0,Under Construction,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,m3m heights,sector 65,1.9,13991.0,2.0,2.0,2,40.0,Relatively New,1358.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
flat,karmyogi apartment,sector 10,2.3,6467.0,6.0,4.0,2,6.0,Moderately Old,3200.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,umang monsoon breeze,sector 78,0.62,5004.0,2.0,2.0,1,7.0,Moderately Old,1115.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0
flat,sobha city,sector 108,2.1,13975.0,2.0,2.0,2,3.0,Relatively New,1245.7474226804125,0.0,0.0,0.0,0.0,0.0,1.0,74.0
flat,shree vardhman flora,sector 90,1.0,5128.0,3.0,4.0,3,8.0,New Property,1759.020618556701,0.0,1.0,0.0,0.0,0.0,1.0,95.0
flat,vatika sovereign next,sector 82,3.85,7500.0,5.0,6.0,3,6.0,New Property,4626.0,0.0,1.0,0.0,1.0,0.0,0.0,148.0
flat,parsvnath exotica,sector 53,5.0,17241.0,3.0,4.0,3,7.0,Old Property,2610.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0
flat,kiran residency,sector 56,1.5,7500.0,3.0,3.0,3,4.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0
flat,supertech hues,sector 68,1.0,8474.0,2.0,2.0,2,12.0,New Property,1062.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0
flat,vatika gurgaon,sector 83,1.15,5808.0,3.0,3.0,2,3.0,Relatively New,1350.0,1.0,1.0,1.0,1.0,0.0,0.0,165.0
flat,emaar mgf emerald floors premier,sector 65,2.29,13878.0,3.0,4.0,3,2.0,Relatively New,1485.0,1.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,ramsons kshitij,sector 95,0.19,591.0,1.0,1.0,1,14.0,Relatively New,2890.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,dlf regency park,sector 28,2.35,13224.0,3.0,4.0,3,8.0,Old Property,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,109.0
house,independant,sector 105,1.3,11555.0,3.0,3.0,1,2.0,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2.0,2.0,2,6.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0
flat,raheja atharva,sector 109,0.79,7931.0,3.0,2.0,2,3.0,Relatively New,1105.3520618556702,0.0,0.0,0.0,0.0,0.0,0.0,44.0
house,unitech uniworld resorts,sector 33,11.0,26667.0,5.0,6.0,3,3.0,New Property,4125.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0
house,independant,sohna road,0.07,2525.0,1.0,1.0,0,1.0,Relatively New,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3.0,3.0,3,1.0,Relatively New,1342.9092783505155,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ambience lagoon,sector 24,5.8,12500.0,3.0,4.0,3,9.0,Old Property,3700.0,1.0,1.0,0.0,1.0,1.0,0.0,68.0
house,dlf city plots,sector 26,4.0,4531.0,4.0,3.0,2,2.0,Relatively New,8829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,palam vihar extension west zone rwa,sector 2,0.4,4444.0,3.0,4.0,2,2.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5007.0,4.0,5.0,3,4.0,Moderately Old,1711.2113402061857,0.0,1.0,0.0,0.0,0.0,1.0,37.0
flat,ats tourmaline,sector 109,2.1,8123.0,3.0,4.0,3,11.0,Relatively New,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,house number b-34,sector 5,0.8,8888.0,2.0,2.0,1,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the close north,sector 50,2.35,11358.0,3.0,3.0,3,8.0,Moderately Old,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,tulip violet,sector 69,1.7,8432.0,4.0,4.0,2,10.0,New Property,1813.1443298969073,0.0,0.0,0.0,0.0,0.0,0.0,125.0
house,independant,sector 31,3.25,22429.0,4.0,4.0,3+,3.0,Moderately Old,1449.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0
flat,the close north,sector 50,3.0,11516.0,3.0,3.0,3,14.0,Old Property,2349.8711340206187,0.0,1.0,0.0,0.0,0.0,0.0,121.0
house,unitech uniworld resorts,sector 33,8.0,11428.0,4.0,4.0,3+,2.0,Old Property,7000.0,1.0,1.0,1.0,1.0,0.0,1.0,77.0
flat,ss the leaf,sector 85,1.04,5973.0,2.0,3.0,3,4.0,Relatively New,1570.4896907216496,0.0,0.0,1.0,0.0,0.0,0.0,113.0
flat,shree vardhman victoria,sector 70,1.55,7948.0,3.0,3.0,3,6.0,Relatively New,1401.9603092783505,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,umang monsoon breeze,sector 78,0.88,4746.0,3.0,4.0,3,8.0,Moderately Old,1668.0,0.0,1.0,0.0,1.0,0.0,0.0,111.0
flat,ambience creacions,sector 22,1.75,12700.0,2.0,2.0,2,11.0,New Property,1244.8453608247423,0.0,0.0,0.0,0.0,0.0,0.0,57.0
flat,ireo the corridors,sector 67,1.85,9531.0,3.0,4.0,3,4.0,New Property,1941.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0
flat,smart world gems,sector 89,1.3,9135.0,3.0,3.0,2,2.0,New Property,1280.7,1.0,0.0,0.0,0.0,0.0,1.0,44.0
flat,bestech altura,sector 79,1.85,8604.0,3.0,3.0,3,7.0,New Property,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0
house,independant,sector 7,0.53,5888.0,2.0,2.0,0,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,vatika gurgaon,sector 83,1.1,6051.0,3.0,3.0,3,12.0,Relatively New,1565.0773195876288,0.0,1.0,0.0,0.0,0.0,0.0,66.0
flat,suncity vatsal valley,sector 2,1.38,12212.0,2.0,2.0,2,4.0,Under Construction,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
house,independant,sector 56,4.0,26613.0,4.0,4.0,3+,2.0,Relatively New,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,pareena coban residences,sector 99,1.3,6510.0,3.0,3.0,N,16.0,New Property,1997.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,pyramid pride,sector 76,0.5,6578.0,2.0,2.0,1,8.0,Under Construction,684.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0
flat,tulip violet,sector 69,1.66,10134.0,3.0,3.0,2,0.0,Relatively New,1477.5773195876288,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,mvn athens,sohna road,0.24,7056.0,1.0,1.0,1,12.0,Relatively New,306.08099999999996,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,indiabulls centrum park,sector 103,1.34,7882.0,3.0,3.0,3,12.0,Relatively New,1543.028350515464,1.0,1.0,1.0,1.0,0.0,0.0,38.0
flat,mittal surya vihar,sector 21,1.4,5833.0,5.0,4.0,2,2.0,Moderately Old,2164.9484536082473,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,the close north,sector 50,2.92,11209.0,3.0,3.0,3,10.0,Moderately Old,2600.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,ireo skyon,sector 60,3.75,13392.0,4.0,4.0,3,12.0,Relatively New,2650.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,godrej,sector 79,2.01,8495.0,3.0,4.0,3,6.0,Relatively New,2134.278350515464,0.0,1.0,0.0,0.0,0.0,1.0,158.0
flat,ss the leaf,sector 85,2.13,7574.0,4.0,4.0,3,6.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3.0,3.0,3,6.0,Relatively New,1650.3737113402062,0.0,1.0,0.0,0.0,0.0,1.0,28.0
house,independant,sector 14,5.0,22222.0,3.0,3.0,3,1.0,Moderately Old,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
flat,dlf the grove,sector 54,5.7,41245.0,3.0,3.0,3,1.0,Moderately Old,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
flat,sare green parc phase 3,sector 92,0.95,4856.0,4.0,3.0,3,4.0,Moderately Old,1764.4329896907218,0.0,0.0,0.0,0.0,0.0,1.0,67.0
flat,emaar digihomes,sector 62,4.0,14871.0,3.0,3.0,3,18.0,New Property,2335.2487113402062,0.0,1.0,0.0,0.0,0.0,0.0,38.0
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3.0,3.0,3,7.0,Relatively New,1488.4020618556701,0.0,1.0,0.0,0.0,0.0,0.0,21.0
house,bptp visionnaire,sector 70,5.35,8916.0,4.0,4.0,3+,3.0,Relatively New,6000.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,pioneer araya,sector 62,9.2,19943.0,4.0,6.0,3,5.0,Relatively New,3521.955670103093,0.0,1.0,0.0,1.0,0.0,0.0,156.0
flat,vatika city homes,sector 83,1.05,8571.0,3.0,3.0,3,8.0,Moderately Old,1336.0438144329896,0.0,0.0,0.0,1.0,0.0,0.0,103.0
flat,umang winter hills,sector 77,0.75,5588.0,2.0,2.0,2,7.0,Relatively New,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7.0,7.0,3+,3.0,Moderately Old,2034.0,1.0,1.0,1.0,0.0,0.0,1.0,46.0
flat,godrej,sector 79,1.93,8532.0,3.0,4.0,3,5.0,Relatively New,2040.4639175257732,0.0,1.0,0.0,0.0,0.0,1.0,158.0
house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,pyramid urban homes 2,sector 86,0.43,8582.0,2.0,2.0,1,6.0,New Property,450.9,0.0,0.0,0.0,0.0,1.0,1.0,72.0
flat,central park resorts,sector 48,9.3,24926.0,4.0,4.0,3,10.0,Moderately Old,3831.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0
flat,ramprastha skyz,sector 37,1.0,4942.0,3.0,5.0,3,11.0,Under Construction,1826.6752577319587,0.0,1.0,0.0,0.0,1.0,1.0,8.0
flat,signature global park,sohna road,0.55,7355.0,2.0,2.0,3,4.0,New Property,670.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0
flat,signature global city 63a,sector 63,1.65,15263.0,2.0,2.0,2,1.0,Relatively New,975.1288659793814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
flat,smart world orchard,sector 61,1.47,12250.0,2.0,2.0,2,2.0,New Property,1080.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0
flat,orchid petals,sector 49,2.35,11559.0,3.0,3.0,3,15.0,Relatively New,2030.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,orris aster court premier,sector 85,1.45,6839.0,3.0,4.0,2,3.0,New Property,1616.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0
flat,ireo the grand arch,sector 58,4.85,16934.0,4.0,5.0,3,23.0,Relatively New,2577.6,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,hsiidc sidco aravali,sector 1,0.91,3516.0,3.0,3.0,3,8.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0
house,international city by sobha phase 2,sector 109,11.25,25000.0,7.0,5.0,3+,4.0,Relatively New,4500.0,1.0,1.0,0.0,1.0,0.0,1.0,42.0
flat,emaar mgf emerald estate,sector 65,1.7,21013.0,3.0,3.0,3,7.0,Relatively New,993.2381443298968,1.0,0.0,0.0,0.0,0.0,0.0,116.0
house,independant,sector 23,2.4,12000.0,3.0,3.0,2,2.0,Moderately Old,2000.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
house,independant,sector 2,3.0,19268.0,2.0,4.0,3+,3.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
flat,ambience creacions,sector 22,3.99,12912.0,3.0,5.0,3,3.0,New Property,2787.3711340206187,0.0,1.0,0.0,0.0,0.0,0.0,102.0
house,unitech espace,sector 50,10.3,31790.0,5.0,6.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,bestech park view grand spa,sector 81,2.3,8646.0,3.0,4.0,3,7.0,Relatively New,2280.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,ansal housing highland park,sector 103,0.8,5878.0,2.0,2.0,3,3.0,New Property,1089.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,experion windchants,sector 112,5.6,11529.0,4.0,6.0,3,15.0,Moderately Old,3662.34,0.0,1.0,0.0,0.0,0.0,0.0,157.0
flat,signature andour heights,sector 71,0.37,8222.0,1.0,1.0,2,2.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
flat,shree vardhman flora,sector 90,0.7,5325.0,2.0,2.0,3,9.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0
flat,sare homes,sector 92,1.1,5347.0,4.0,4.0,3,4.0,Relatively New,1851.3,0.0,1.0,0.0,0.0,0.0,1.0,108.0
flat,the lions cghs,sector 56,2.05,9534.0,4.0,4.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,pareena coban residences,sector 99,1.56,7811.0,3.0,5.0,3,4.0,New Property,1801.4175257731958,0.0,1.0,0.0,0.0,1.0,0.0,49.0
house,independant,sohna road road,0.5,5555.0,2.0,1.0,2,1.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,pareena coban residences,sector 99,1.13,5658.0,3.0,5.0,3,5.0,Relatively New,1790.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
